window_id,timestamp,symbol,visual_regime,regime_type,volatility,trend_strength,high,low,close,volume,is_correct
516,1778057760,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000669,0.0228,7343.25,7337.25,7338.00,2177,False
517,1778057820,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000718,0.0225,7341.25,7335.50,7335.50,2156,False
518,1778057880,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000738,0.0225,7338.00,7335.00,7336.25,1193,False
519,1778057940,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000750,0.0212,7337.50,7335.00,7335.25,968,False
520,1778058000,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000784,0.0179,7339.75,7334.50,7335.25,1588,False
521,1778058060,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000804,0.0148,7335.50,7332.25,7332.50,830,False
522,1778058120,ESM6.CME@RITHMIC,TREND_DOWN,RANGE,0.000833,0.0119,7332.50,7329.00,7329.75,1082,True
523,1778058180,ESM6.CME@RITHMIC,TREND_DOWN,RANGE,0.000873,0.0079,7329.75,7325.25,7325.25,757,True
524,1778058240,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000724,0.0043,7327.75,7325.50,7326.25,1060,True
525,1778058300,ESM6.CME@RITHMIC,TREND_DOWN,RANGE,0.000690,0.0004,7326.75,7323.25,7324.00,625,True
526,1778058360,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000617,0.0026,7326.00,7323.75,7325.00,506,False
527,1778058420,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000585,0.0048,7326.00,7324.50,7325.00,439,False
528,1778058480,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000531,0.0057,7326.25,7325.00,7325.50,300,False
529,1778058540,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000463,0.0074,7325.75,7323.00,7323.25,576,False
530,1778058600,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000439,0.0069,7326.50,7323.00,7326.00,744,False
531,1778058660,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000397,0.0068,7327.00,7325.50,7326.00,695,False
532,1778058720,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000400,0.0059,7329.25,7326.00,7327.75,934,True
533,1778058780,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000397,0.0050,7329.75,7327.50,7328.50,514,True
534,1778058840,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000361,0.0030,7330.00,7328.50,7329.75,423,True
535,1778058900,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000351,0.0008,7331.75,7329.50,7331.50,540,True
536,1778058960,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000346,0.0015,7334.25,7331.25,7333.25,817,False
537,1778059020,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000319,0.0034,7334.75,7333.00,7334.50,643,False
538,1778059080,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000309,0.0049,7334.75,7333.25,7333.25,729,False
539,1778059140,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000295,0.0062,7335.00,7333.00,7334.25,615,False
540,1778059200,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000299,0.0070,7336.25,7333.50,7334.25,841,False
541,1778059260,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000329,0.0071,7335.50,7331.00,7334.00,964,False
542,1778059320,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000346,0.0065,7335.25,7332.25,7333.25,593,False
543,1778059380,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000338,0.0060,7333.50,7331.50,7333.25,334,False
544,1778059440,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000324,0.0050,7333.50,7331.50,7332.25,382,False
545,1778059500,ESM6.CME@RITHMIC,TREND_DOWN,RANGE,0.000326,0.0036,7332.25,7330.50,7331.00,344,True
546,1778059560,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000312,0.0026,7332.25,7330.50,7332.00,453,True
547,1778059620,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000307,0.0019,7333.00,7331.25,7332.50,341,True
548,1778059680,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000307,0.0013,7333.75,7332.25,7333.00,336,True
549,1778059740,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000292,0.0009,7333.25,7332.50,7333.00,246,True
550,1778059800,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000280,0.0008,7333.25,7331.50,7332.50,457,True
551,1778059860,ESM6.CME@RITHMIC,TREND_DOWN,RANGE,0.000278,0.0005,7332.75,7331.25,7332.25,266,True
552,1778059920,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000333,0.0011,7338.75,7331.50,7337.00,2782,False
553,1778059980,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000348,0.0020,7340.25,7336.75,7339.00,701,False
554,1778060040,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000341,0.0031,7341.00,7339.00,7339.50,589,False
555,1778060100,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000324,0.0044,7340.25,7337.50,7339.00,483,False
556,1778060160,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000316,0.0058,7340.25,7338.00,7338.75,453,False
557,1778060220,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000324,0.0058,7340.75,7338.00,7338.00,368,False
558,1778060280,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000324,0.0052,7339.50,7337.50,7338.00,648,False
559,1778060340,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000328,0.0049,7340.00,7337.75,7340.00,726,False
560,1778060400,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000326,0.0049,7341.50,7340.00,7340.50,457,False
561,1778060460,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000319,0.0049,7340.50,7339.50,7340.25,382,False
562,1778060520,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000324,0.0047,7340.25,7338.25,7338.75,440,False
563,1778060580,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000345,0.0049,7341.50,7338.50,7340.25,605,False
564,1778060640,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000348,0.0043,7341.75,7339.75,7340.00,667,False
565,1778060700,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000358,0.0033,7340.25,7337.75,7338.50,560,False
566,1778060760,ESM6.CME@RITHMIC,TREND_DOWN,RANGE,0.000309,0.0021,7339.00,7336.75,7337.25,798,True
567,1778060820,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000282,0.0014,7337.75,7337.00,7337.25,283,True
568,1778060880,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000277,0.0005,7338.50,7337.00,7338.50,340,True
569,1778060940,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000270,0.0000,7340.00,7338.00,7339.75,389,True
570,1778061000,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000277,0.0007,7340.00,7337.00,7337.25,534,False
571,1778061060,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000265,0.0008,7338.75,7337.50,7338.25,311,False
572,1778061120,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000272,0.0002,7340.75,7338.00,7340.50,316,False
573,1778061180,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000263,0.0003,7340.75,7339.50,7340.50,341,False
574,1778061240,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000265,0.0005,7341.75,7340.00,7341.00,536,False
575,1778061300,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000268,0.0015,7342.25,7341.00,7341.50,378,False
576,1778061360,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000268,0.0024,7343.00,7341.00,7342.25,339,False
577,1778061420,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000248,0.0027,7343.00,7342.00,7342.75,410,False
578,1778061480,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000246,0.0028,7343.00,7341.25,7342.00,334,False
579,1778061540,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000229,0.0029,7342.50,7341.75,7341.75,569,False
580,1778061600,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000248,0.0032,7344.75,7340.50,7343.25,2600,False
581,1778061660,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000265,0.0037,7345.75,7343.25,7345.75,743,False
582,1778061720,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000289,0.0037,7347.75,7343.75,7343.75,1259,False
583,1778061780,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000289,0.0039,7345.50,7343.50,7343.75,606,False
584,1778061840,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000284,0.0043,7345.75,7343.25,7344.00,399,False
585,1778061900,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000285,0.0039,7344.50,7343.00,7343.00,318,False
586,1778061960,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000275,0.0030,7344.75,7343.00,7344.50,334,False
587,1778062020,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000280,0.0026,7344.50,7342.75,7343.50,260,False
588,1778062080,ESM6.CME@RITHMIC,TREND_DOWN,RANGE,0.000297,0.0016,7344.25,7340.75,7341.00,678,True
589,1778062140,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000299,0.0010,7342.25,7340.75,7342.25,466,True
590,1778062200,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000302,0.0005,7343.75,7341.50,7342.75,335,True
591,1778062260,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000304,0.0003,7343.50,7342.25,7342.25,274,False
592,1778062320,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000299,0.0009,7342.75,7341.50,7342.00,386,False
593,1778062380,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000299,0.0007,7342.75,7342.00,7342.00,250,False
594,1778062440,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000268,0.0008,7343.00,7342.00,7342.25,262,False
595,1778062500,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000260,0.0009,7343.50,7341.75,7342.75,308,False
596,1778062560,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000248,0.0003,7345.00,7342.25,7345.00,631,True
597,1778062620,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000243,0.0004,7345.50,7344.00,7345.00,431,False
598,1778062680,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000241,0.0013,7347.25,7345.00,7346.75,618,False
599,1778062740,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000243,0.0025,7348.25,7346.50,7348.00,520,False
600,1778062800,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000243,0.0036,7349.50,7347.75,7348.00,1236,False
601,1778062860,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000243,0.0041,7348.75,7347.00,7347.25,666,False
602,1778062920,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000228,0.0047,7349.00,7347.00,7348.25,908,False
603,1778062980,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000231,0.0046,7349.00,7347.25,7347.50,589,False
604,1778063040,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000221,0.0042,7348.00,7346.75,7347.00,575,False
605,1778063100,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000226,0.0039,7348.25,7346.50,7348.25,449,False
606,1778063160,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000228,0.0040,7349.50,7348.00,7349.00,601,False
607,1778063220,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000238,0.0037,7349.75,7348.00,7348.25,663,False
608,1778063280,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000243,0.0035,7348.75,7347.25,7348.50,865,False
609,1778063340,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000267,0.0039,7352.75,7348.50,7350.50,2208,False
610,1778063400,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000265,0.0041,7352.75,7350.25,7351.25,586,False
611,1778063460,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000265,0.0040,7352.50,7351.00,7351.00,560,False
612,1778063520,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000255,0.0040,7351.25,7350.00,7350.25,486,False
613,1778063580,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000267,0.0045,7353.25,7350.25,7352.75,820,False
614,1778063640,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000260,0.0043,7353.00,7352.00,7352.25,622,False
615,1778063700,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000260,0.0039,7353.75,7352.00,7352.25,683,False
616,1778063760,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000262,0.0035,7352.75,7350.50,7351.00,664,False
617,1778063820,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000260,0.0033,7352.00,7350.50,7351.25,428,False
618,1778063880,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000260,0.0025,7351.50,7350.25,7350.75,403,False
619,1778063940,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000265,0.0022,7352.75,7350.50,7352.25,522,False
620,1778064000,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000277,0.0023,7354.75,7352.00,7354.00,1193,False
621,1778064060,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000282,0.0027,7356.00,7353.75,7354.25,1109,False
622,1778064120,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000296,0.0034,7356.50,7353.50,7355.75,1559,False
623,1778064180,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000282,0.0043,7358.00,7355.25,7356.25,965,False
624,1778064240,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000282,0.0050,7358.50,7356.00,7357.25,1073,False
625,1778064300,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000289,0.0055,7359.25,7357.00,7358.75,808,False
626,1778064360,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000299,0.0058,7359.50,7357.25,7357.50,1055,False
627,1778064420,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000284,0.0057,7358.25,7356.75,7357.75,680,False
628,1778064480,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000294,0.0058,7359.50,7357.50,7359.25,597,False
629,1778064540,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000354,0.0049,7359.25,7351.25,7354.75,3765,False
630,1778064600,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000396,0.0042,7359.75,7353.25,7358.00,1273,False
631,1778064660,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000415,0.0033,7358.50,7355.00,7355.25,696,True
632,1778064720,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000434,0.0027,7358.50,7355.25,7357.25,440,True
633,1778064780,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000480,0.0024,7363.75,7356.75,7360.00,2328,True
634,1778064840,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000497,0.0034,7363.00,7358.50,7360.75,1364,False
635,1778064900,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000495,0.0036,7362.50,7360.50,7360.75,938,False
636,1778064960,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000522,0.0038,7362.50,7356.75,7357.75,1575,False
637,1778065020,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000534,0.0040,7361.25,7357.25,7360.00,921,False
638,1778065080,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000524,0.0032,7360.25,7358.75,7359.00,489,False
639,1778065140,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000519,0.0020,7359.50,7357.75,7358.00,587,False
640,1778065200,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000558,0.0015,7361.75,7355.50,7360.25,1660,False
641,1778065260,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000597,0.0022,7364.50,7359.00,7362.50,1312,False
642,1778065320,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000616,0.0020,7363.25,7359.25,7360.50,1285,False
643,1778065380,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000553,0.0020,7361.00,7359.50,7360.00,935,False
644,1778065440,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000509,0.0025,7361.50,7359.50,7360.75,594,False
645,1778065500,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000502,0.0030,7363.50,7360.75,7363.00,926,False
646,1778065560,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000490,0.0028,7364.75,7362.75,7363.25,700,False
647,1778065620,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000451,0.0029,7364.50,7361.50,7361.75,538,False
648,1778065680,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000427,0.0034,7363.50,7361.50,7363.00,468,False
649,1778065740,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000422,0.0034,7364.25,7362.75,7362.75,629,False
650,1778065800,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000403,0.0033,7366.25,7362.50,7364.00,902,False
651,1778065860,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000388,0.0028,7364.50,7362.00,7363.50,701,False
652,1778065920,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000422,0.0021,7364.00,7359.00,7359.75,1935,False
653,1778065980,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000432,0.0015,7362.50,7359.75,7361.25,788,True
654,1778066040,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000388,0.0012,7362.25,7360.50,7362.00,500,True
655,1778066100,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000359,0.0006,7363.50,7361.00,7362.00,686,True
656,1778066160,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000337,0.0001,7363.75,7362.00,7362.75,633,True
657,1778066220,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000342,0.0007,7363.75,7361.75,7362.75,724,True
658,1778066280,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000349,0.0005,7363.75,7361.00,7361.00,462,True
659,1778066340,ESM6.CME@RITHMIC,TREND_DOWN,RANGE,0.000349,0.0000,7363.25,7360.50,7361.00,979,True
660,1778066400,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000347,0.0005,7361.25,7359.50,7360.00,883,False
661,1778066460,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000332,0.0012,7360.00,7358.50,7359.25,738,False
662,1778066520,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000332,0.0022,7360.00,7358.00,7359.00,824,False
663,1778066580,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000342,0.0028,7359.75,7357.25,7358.00,1123,False
664,1778066640,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000320,0.0034,7358.75,7357.25,7358.50,561,False
665,1778066700,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000308,0.0035,7359.25,7358.00,7358.25,921,False
666,1778066760,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000269,0.0035,7358.75,7357.75,7358.00,443,False
667,1778066820,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000257,0.0035,7358.25,7356.75,7358.00,472,False
668,1778066880,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000260,0.0036,7358.00,7356.00,7356.00,375,False
669,1778066940,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000252,0.0037,7357.75,7356.00,7356.50,739,False
670,1778067000,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000267,0.0041,7357.50,7354.25,7354.25,918,False
671,1778067060,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000262,0.0043,7355.50,7354.00,7355.25,904,False
672,1778067120,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000265,0.0051,7355.50,7352.50,7353.50,865,False
673,1778067180,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000262,0.0051,7355.50,7353.00,7354.25,677,False
674,1778067240,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000267,0.0049,7355.75,7353.50,7355.50,553,False
675,1778067300,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000274,0.0038,7357.25,7355.00,7357.25,795,False
676,1778067360,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000267,0.0028,7358.25,7357.00,7357.75,589,False
677,1778067420,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000262,0.0010,7359.50,7357.50,7359.25,638,True
678,1778067480,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000267,0.0004,7360.75,7358.75,7358.75,1123,False
679,1778067540,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000272,0.0016,7360.25,7358.50,7359.50,588,False
680,1778067600,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000286,0.0019,7360.25,7357.75,7358.00,1006,False
681,1778067660,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000352,0.0019,7359.25,7351.00,7357.25,3606,False
682,1778067720,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000367,0.0010,7358.00,7354.50,7355.00,1599,False
683,1778067780,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000386,0.0003,7355.00,7351.25,7352.50,1339,False
684,1778067840,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000379,0.0022,7352.50,7350.00,7350.25,1388,False
685,1778067900,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000396,0.0039,7350.75,7347.50,7350.00,1518,False
686,1778067960,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000401,0.0056,7350.75,7347.25,7348.25,1445,False
687,1778068020,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000418,0.0064,7351.00,7346.75,7350.25,1629,False
688,1778068080,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000459,0.0073,7351.50,7345.00,7347.00,2117,False
689,1778068140,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000457,0.0076,7348.00,7346.00,7346.50,787,False
690,1778068200,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000471,0.0079,7348.50,7345.75,7347.50,973,False
691,1778068260,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000488,0.0071,7351.00,7347.25,7349.75,1177,False
692,1778068320,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000496,0.0068,7351.00,7348.25,7350.50,807,False
693,1778068380,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000505,0.0055,7351.25,7348.50,7350.75,785,True
694,1778068440,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000496,0.0041,7352.00,7350.50,7350.75,409,True
695,1778068500,ESM6.CME@RITHMIC,TREND_DOWN,RANGE,0.000428,0.0026,7351.50,7350.25,7351.25,409,True
696,1778068560,ESM6.CME@RITHMIC,TREND_DOWN,RANGE,0.000428,0.0023,7351.25,7347.75,7348.50,1282,True
697,1778068620,ESM6.CME@RITHMIC,TREND_DOWN,RANGE,0.000416,0.0021,7349.00,7346.50,7349.00,935,True
698,1778068680,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000420,0.0022,7350.00,7347.00,7347.25,807,True
699,1778068740,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000413,0.0022,7348.25,7345.75,7348.00,563,False
700,1778068800,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000401,0.0023,7348.75,7346.50,7348.25,668,False
701,1778068860,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000404,0.0025,7348.75,7344.25,7345.00,995,False
702,1778068920,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000362,0.0028,7345.75,7343.50,7345.25,1041,False
703,1778068980,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000392,0.0035,7345.00,7340.25,7342.00,1476,False
704,1778069040,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000387,0.0045,7343.25,7341.00,7342.50,817,False
705,1778069100,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000375,0.0055,7343.50,7341.00,7342.75,981,False
706,1778069160,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000409,0.0065,7343.00,7336.75,7339.25,3462,False
707,1778069220,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000406,0.0070,7341.25,7338.75,7341.00,905,False
708,1778069280,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000413,0.0064,7343.25,7341.00,7343.00,1488,False
709,1778069340,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000418,0.0063,7343.75,7342.00,7342.00,416,False
710,1778069400,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000394,0.0063,7342.00,7341.00,7341.25,101,False
711,1778069460,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000423,0.0044,7345.75,7340.25,7345.00,2484,False
712,1778069520,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000396,0.0029,7345.25,7345.00,7345.00,17,True
713,1778069580,ESM6.CME@RITHMIC,BALANCE,RANGE,0.000445,0.0027,7346.25,7338.75,7341.50,1708,True
714,1778069640,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000545,0.0038,7344.75,7332.25,7333.50,2173,False
715,1778069700,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000630,0.0041,7339.75,7326.50,7336.50,4590,False
716,1778069760,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000657,0.0056,7338.75,7333.75,7336.50,1375,False
717,1778069820,ESM6.CME@RITHMIC,TREND_DOWN,DOWNTREND,0.000655,0.0071,7336.75,7332.00,7336.25,990,False
718,1778069880,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000665,0.0084,7336.50,7333.25,7333.50,945,False
719,1778069940,ESM6.CME@RITHMIC,BALANCE,DOWNTREND,0.000715,0.0065,7338.25,7330.50,7337.75,1276,False
720,1778070000,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000686,0.0050,7340.25,7337.00,7340.25,509,False
721,1778070060,ESM6.CME@RITHMIC,TREND_UP,DOWNTREND,0.000696,0.0032,7343.00,7339.50,7342.50,1885,False
722,1778070120,ESM6.CME@RITHMIC,TREND_UP,RANGE,0.000715,0.0014,7345.75,7341.50,7342.00,1353,True
723,1778070180,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000722,0.0011,7344.25,7341.75,7342.75,832,False
724,1778070240,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000734,0.0026,7344.75,7342.50,7343.25,553,False
725,1778070300,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000700,0.0035,7345.00,7343.00,7344.00,456,False
726,1778070360,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000722,0.0036,7344.75,7342.25,7344.00,465,False
727,1778070420,ESM6.CME@RITHMIC,TREND_UP,UPTREND,0.000674,0.0037,7345.25,7342.75,7342.75,500,False
728,1778070480,ESM6.CME@RITHMIC,TREND_DOWN,UPTREND,0.000567,0.0038,7343.50,7342.00,7343.50,326,False
729,1778070540,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000457,0.0037,7343.75,7341.75,7343.00,692,False
730,1778070600,ESM6.CME@RITHMIC,BALANCE,UPTREND,0.000430,0.0031,7343.75,7341.50,7342.00,761,False
