alert_id,symbol,direction,entry,exit,outcome,mfe,mae,r,regime,risk_score,phase2_action
REPLAY_000823,ESM6.CME@RITHMIC,LONG,7361.75,7357.75,STOP,1.0,-4.0,-1.0,BALANCE,0.6368806350956702,HOLD
REPLAY_000824,ESM6.CME@RITHMIC,LONG,7362.25,7358.25,STOP,0.25,-4.0,-1.0,BALANCE,0.8091617018121993,HOLD
REPLAY_000825,NQM6.CME@RITHMIC,LONG,28600.25,28596.25,STOP,0.25,-4.0,-1.0,BALANCE,0.4176348587749925,HOLD
REPLAY_000826,NQM6.CME@RITHMIC,SHORT,28598.75,28602.75,STOP,-4.0,0.0,-1.0,BALANCE,0.2993385894135681,HOLD
REPLAY_000827,NQM6.CME@RITHMIC,LONG,28602.0,28598.0,STOP,5.75,-4.0,-1.0,BALANCE,0.7754023591181207,HOLD
REPLAY_000828,ESM6.CME@RITHMIC,SHORT,7361.0,7361.0,NO_EXIT,-1.5,4.25,0.0,BALANCE,0.4831610502606738,HOLD
REPLAY_000829,ESM6.CME@RITHMIC,SHORT,7361.75,7355.75,TARGET1,-0.75,6.0,1.5,BALANCE,0.8224487048144022,HOLD
REPLAY_000830,ESM6.CME@RITHMIC,LONG,7361.5,7357.5,STOP,1.0,-4.0,-1.0,BALANCE,0.2716922368651243,HOLD
REPLAY_000831,ESM6.CME@RITHMIC,LONG,7361.25,7357.25,STOP,0.75,-4.0,-1.0,BALANCE,0.8261472671162994,HOLD
REPLAY_000832,ESM6.CME@RITHMIC,SHORT,7361.25,7361.25,NO_EXIT,0.0,5.75,0.0,BALANCE,0.8145117722869388,HOLD
REPLAY_000833,ESM6.CME@RITHMIC,LONG,7360.25,7356.25,STOP,1.0,-4.0,-1.0,BALANCE,0.6635659603365168,HOLD
REPLAY_000834,ESM6.CME@RITHMIC,LONG,7358.25,7358.25,NO_EXIT,3.5,-2.75,0.0,BALANCE,0.6401222368208799,HOLD
REPLAY_000835,ESM6.CME@RITHMIC,LONG,7357.75,7357.75,NO_EXIT,4.5,-2.25,0.0,BALANCE,0.5746041699931879,HOLD
REPLAY_000836,ESM6.CME@RITHMIC,LONG,7357.75,7363.75,TARGET1,6.0,-2.25,1.5,BALANCE,0.6949800399717496,HOLD
REPLAY_000837,ESM6.CME@RITHMIC,SHORT,7360.5,7364.5,STOP,-4.0,5.0,-1.0,BALANCE,0.7607425089190027,HOLD
REPLAY_000838,NQM6.CME@RITHMIC,SHORT,28594.5,28588.5,TARGET1,-1.25,6.0,1.5,BALANCE,0.423776683303369,HOLD
REPLAY_000839,ESM6.CME@RITHMIC,SHORT,7360.25,7364.25,STOP,-4.0,4.75,-1.0,BALANCE,0.6166657834661552,HOLD
REPLAY_000840,NQM6.CME@RITHMIC,LONG,28590.25,28586.25,STOP,3.5,-4.0,-1.0,BALANCE,0.5917912946928011,HOLD
REPLAY_000841,NQM6.CME@RITHMIC,SHORT,28587.5,28591.5,STOP,-4.0,2.0,-1.0,BALANCE,0.5677240439141115,HOLD
REPLAY_000842,ESM6.CME@RITHMIC,LONG,7359.0,7359.0,NO_EXIT,5.5,-3.5,0.0,BALANCE,0.6942704393832951,HOLD
REPLAY_000843,NQM6.CME@RITHMIC,LONG,28581.0,28587.0,TARGET1,6.0,-3.25,1.5,BALANCE,0.3668398199230052,HOLD
REPLAY_000844,NQM6.CME@RITHMIC,SHORT,28582.0,28586.0,STOP,-4.0,4.25,-1.0,BALANCE,0.7717027679259533,HOLD
REPLAY_000845,NQM6.CME@RITHMIC,SHORT,28583.0,28587.0,STOP,-4.0,0.0,-1.0,BALANCE,0.2749340111716803,HOLD
REPLAY_000846,ESM6.CME@RITHMIC,LONG,7359.5,7359.5,NO_EXIT,5.0,-0.5,0.0,BALANCE,0.747417473963392,HOLD
REPLAY_000847,ESM6.CME@RITHMIC,SHORT,7359.75,7363.75,STOP,-4.0,0.75,-1.0,BALANCE,0.45724612823755684,HOLD
REPLAY_000848,ESM6.CME@RITHMIC,SHORT,7360.0,7364.0,STOP,-4.0,1.0,-1.0,BALANCE,0.45437703737615137,HOLD
REPLAY_000849,ESM6.CME@RITHMIC,LONG,7359.75,7359.75,NO_EXIT,4.75,-0.5,0.0,BALANCE,0.34258645031639934,HOLD
REPLAY_000850,ESM6.CME@RITHMIC,SHORT,7361.5,7361.5,NO_EXIT,-3.0,2.25,0.0,BALANCE,0.6685778603701652,HOLD
REPLAY_000851,ESM6.CME@RITHMIC,SHORT,7363.0,7363.0,NO_EXIT,-1.75,3.75,0.0,BALANCE,0.2775274409671241,HOLD
REPLAY_000852,ESM6.CME@RITHMIC,LONG,7364.0,7360.0,STOP,0.25,-4.0,-1.0,BALANCE,0.3102461101905448,HOLD
REPLAY_000853,ESM6.CME@RITHMIC,SHORT,7363.25,7363.25,NO_EXIT,-1.5,4.0,0.0,BALANCE,0.7643248129467852,HOLD
REPLAY_000854,NQM6.CME@RITHMIC,LONG,28610.75,28606.75,STOP,0.0,-4.0,-1.0,BALANCE,0.4048983709673672,HOLD
REPLAY_000855,ESM6.CME@RITHMIC,LONG,7360.0,7360.0,NO_EXIT,4.75,-0.75,0.0,BALANCE,0.3671107083391587,HOLD
REPLAY_000856,ESM6.CME@RITHMIC,SHORT,7360.0,7364.0,STOP,-4.0,0.5,-1.0,BALANCE,0.6929548061326,HOLD
REPLAY_000857,NQM6.CME@RITHMIC,SHORT,28607.5,28601.5,TARGET1,-2.75,6.25,1.5,BALANCE,0.6713146832179436,HOLD
REPLAY_000858,ESM6.CME@RITHMIC,SHORT,7360.0,7364.0,STOP,-4.0,0.5,-1.0,BALANCE,0.6946204496863502,HOLD
REPLAY_000859,ESM6.CME@RITHMIC,SHORT,7360.5,7364.5,STOP,-4.0,1.0,-1.0,BALANCE,0.3819559770544364,HOLD
REPLAY_000860,ESM6.CME@RITHMIC,LONG,7360.5,7360.5,NO_EXIT,4.25,-1.0,0.0,BALANCE,0.25269136238956125,HOLD
REPLAY_000861,NQM6.CME@RITHMIC,LONG,28605.5,28611.5,TARGET1,6.25,-0.75,1.5,BALANCE,0.7717394833102182,HOLD
REPLAY_000862,NQM6.CME@RITHMIC,SHORT,28610.75,28604.75,TARGET1,0.0,6.0,1.5,BALANCE,0.4992567425922171,HOLD
REPLAY_000863,NQM6.CME@RITHMIC,SHORT,28614.25,28608.25,TARGET1,0.0,6.5,1.5,BALANCE,0.28290507904409967,HOLD
REPLAY_000864,ESM6.CME@RITHMIC,SHORT,7361.25,7365.25,STOP,-4.0,0.25,-1.0,BALANCE,0.7639543353662638,HOLD
REPLAY_000865,ESM6.CME@RITHMIC,SHORT,7361.75,7365.75,STOP,-4.0,0.75,-1.0,BALANCE,0.5238281193067068,HOLD
REPLAY_000866,ESM6.CME@RITHMIC,LONG,7361.75,7361.75,NO_EXIT,4.5,-0.25,0.0,BALANCE,0.34408441306059606,HOLD
REPLAY_000867,NQM6.CME@RITHMIC,SHORT,28619.5,28623.5,STOP,-4.0,4.25,-1.0,BALANCE,0.2778015999753625,HOLD
REPLAY_000868,ESM6.CME@RITHMIC,SHORT,7363.25,7363.25,NO_EXIT,-3.0,2.5,0.0,BALANCE,0.3955180875424145,HOLD
REPLAY_000869,ESM6.CME@RITHMIC,LONG,7363.75,7363.75,NO_EXIT,2.5,-3.0,0.0,BALANCE,0.3070953368122257,HOLD
REPLAY_000870,ESM6.CME@RITHMIC,SHORT,7364.5,7364.5,NO_EXIT,-1.75,4.5,0.0,BALANCE,0.4770344112021922,HOLD
REPLAY_000871,ESM6.CME@RITHMIC,LONG,7363.25,7363.25,NO_EXIT,3.0,-3.5,0.0,BALANCE,0.3268962884790406,HOLD
REPLAY_000872,ESM6.CME@RITHMIC,LONG,7363.25,7359.25,STOP,3.0,-4.0,-1.0,BALANCE,0.5386054936038421,HOLD
REPLAY_000873,ESM6.CME@RITHMIC,LONG,7361.5,7361.5,NO_EXIT,4.75,-2.5,0.0,BALANCE,0.32398264187883896,HOLD
REPLAY_000874,ESM6.CME@RITHMIC,SHORT,7363.25,7363.25,NO_EXIT,-3.0,4.25,0.0,BALANCE,0.48388111332359085,HOLD
REPLAY_000875,NQM6.CME@RITHMIC,SHORT,28624.5,28628.5,STOP,-4.0,4.75,-1.0,BALANCE,0.5529236902177864,HOLD
REPLAY_000876,ESM6.CME@RITHMIC,SHORT,7364.0,7364.0,NO_EXIT,-2.25,5.0,0.0,BALANCE,0.4930056474318329,HOLD
REPLAY_000877,ESM6.CME@RITHMIC,SHORT,7362.75,7362.75,NO_EXIT,-3.5,3.75,0.0,BALANCE,0.7259547810707333,HOLD
REPLAY_000878,ESM6.CME@RITHMIC,SHORT,7364.75,7364.75,NO_EXIT,-1.5,5.75,0.0,BALANCE,0.6196891717906488,HOLD
REPLAY_000879,NQM6.CME@RITHMIC,SHORT,28633.25,28627.25,TARGET1,-1.0,6.0,1.5,BALANCE,0.7042544094664034,HOLD
REPLAY_000880,NQM6.CME@RITHMIC,SHORT,28632.5,28626.5,TARGET1,0.0,6.0,1.5,BALANCE,0.3583567358140405,HOLD
REPLAY_000881,NQM6.CME@RITHMIC,LONG,28627.5,28623.5,STOP,0.75,-4.5,-1.0,BALANCE,0.547706588859985,HOLD
REPLAY_000882,ESM6.CME@RITHMIC,LONG,7362.25,7362.25,NO_EXIT,1.75,-3.25,0.0,BALANCE,0.7882531198235905,HOLD
REPLAY_000883,ESM6.CME@RITHMIC,SHORT,7363.5,7363.5,NO_EXIT,-0.5,4.5,0.0,BALANCE,0.5798529092745024,HOLD
REPLAY_000884,ESM6.CME@RITHMIC,LONG,7362.0,7362.0,NO_EXIT,1.75,-3.0,0.0,BALANCE,0.4038144457448322,HOLD
REPLAY_000885,NQM6.CME@RITHMIC,SHORT,28616.5,28610.5,TARGET1,-1.5,6.0,1.5,BALANCE,0.6682415363321212,HOLD
REPLAY_000886,ESM6.CME@RITHMIC,SHORT,7361.25,7361.25,NO_EXIT,-2.5,2.25,0.0,BALANCE,0.5185443432997322,HOLD
REPLAY_000887,NQM6.CME@RITHMIC,LONG,28606.75,28602.75,STOP,3.75,-4.0,-1.0,BALANCE,0.2550424621347137,HOLD
REPLAY_000888,ESM6.CME@RITHMIC,LONG,7360.75,7360.75,NO_EXIT,3.0,-1.75,0.0,BALANCE,0.6177969734666774,HOLD
REPLAY_000889,ESM6.CME@RITHMIC,LONG,7360.0,7360.0,NO_EXIT,3.75,-0.75,0.0,BALANCE,0.755397804307747,HOLD
REPLAY_000890,ESM6.CME@RITHMIC,SHORT,7360.5,7360.5,NO_EXIT,-3.25,0.25,0.0,BALANCE,0.7499603960457905,HOLD
REPLAY_000891,ESM6.CME@RITHMIC,LONG,7361.25,7361.25,NO_EXIT,2.5,-1.5,0.0,BALANCE,0.26569763969630206,HOLD
REPLAY_000892,NQM6.CME@RITHMIC,LONG,28617.0,28613.0,STOP,0.25,-4.0,-1.0,BALANCE,0.5468339485974842,HOLD
REPLAY_000893,ESM6.CME@RITHMIC,LONG,7362.0,7362.0,NO_EXIT,1.75,-2.5,0.0,BALANCE,0.4953397481118184,HOLD
REPLAY_000894,ESM6.CME@RITHMIC,SHORT,7362.0,7362.0,NO_EXIT,-1.75,3.0,0.0,BALANCE,0.6131006981872781,HOLD
REPLAY_000895,ESM6.CME@RITHMIC,LONG,7362.0,7362.0,NO_EXIT,1.75,-3.5,0.0,BALANCE,0.26881233553873773,HOLD
REPLAY_000896,ESM6.CME@RITHMIC,SHORT,7363.0,7363.0,NO_EXIT,-0.75,4.5,0.0,BALANCE,0.42497300429213736,HOLD
REPLAY_000897,ESM6.CME@RITHMIC,SHORT,7362.25,7362.25,NO_EXIT,-1.5,4.25,0.0,BALANCE,0.44690076927240135,HOLD
REPLAY_000898,ESM6.CME@RITHMIC,SHORT,7363.75,7363.75,NO_EXIT,0.0,5.75,0.0,BALANCE,0.6703108158622767,HOLD
REPLAY_000899,ESM6.CME@RITHMIC,SHORT,7362.5,7362.5,NO_EXIT,-1.25,4.5,0.0,BALANCE,0.8461532148492955,HOLD
REPLAY_000900,NQM6.CME@RITHMIC,LONG,28623.75,28629.75,TARGET1,6.25,-0.5,1.5,BALANCE,0.6428318993018927,HOLD
REPLAY_000901,NQM6.CME@RITHMIC,LONG,28625.5,28621.5,STOP,4.0,-4.0,-1.0,BALANCE,0.5454260884511211,HOLD
REPLAY_000902,ESM6.CME@RITHMIC,LONG,7362.75,7358.75,STOP,0.5,-4.0,-1.0,BALANCE,0.30617932379488616,HOLD
REPLAY_000903,NQM6.CME@RITHMIC,LONG,28618.5,28624.5,TARGET1,6.25,-2.0,1.5,BALANCE,0.4148236130406732,HOLD
REPLAY_000904,ESM6.CME@RITHMIC,SHORT,7362.25,7362.25,NO_EXIT,-1.0,5.0,0.0,BALANCE,0.2656076044538116,HOLD
REPLAY_000905,NQM6.CME@RITHMIC,LONG,28621.75,28617.75,STOP,0.0,-4.25,-1.0,BALANCE,0.7316745830214323,HOLD
REPLAY_000906,NQM6.CME@RITHMIC,SHORT,28616.0,28610.0,TARGET1,-3.25,6.0,1.5,BALANCE,0.5456099910869037,HOLD
REPLAY_000907,NQM6.CME@RITHMIC,LONG,28617.25,28613.25,STOP,1.5,-4.25,-1.0,BALANCE,0.423812851062255,HOLD
REPLAY_000908,ESM6.CME@RITHMIC,LONG,7360.75,7360.75,NO_EXIT,0.25,-3.5,0.0,BALANCE,0.6187630668665184,HOLD
REPLAY_000909,ESM6.CME@RITHMIC,LONG,7359.5,7359.5,NO_EXIT,0.5,-2.25,0.0,BALANCE,0.8230792554397846,HOLD
REPLAY_000910,ESM6.CME@RITHMIC,LONG,7359.0,7359.0,NO_EXIT,1.0,-2.0,0.0,BALANCE,0.4128721841422017,HOLD
REPLAY_000911,NQM6.CME@RITHMIC,SHORT,28607.0,28601.0,TARGET1,-0.25,6.25,1.5,BALANCE,0.7563827636701665,HOLD
REPLAY_000912,ESM6.CME@RITHMIC,SHORT,7358.75,7358.75,NO_EXIT,-1.25,2.75,0.0,BALANCE,0.3865693344773847,HOLD
REPLAY_000913,NQM6.CME@RITHMIC,SHORT,28605.75,28609.75,STOP,-4.0,3.0,-1.0,BALANCE,0.5140764445824313,HOLD
REPLAY_000914,NQM6.CME@RITHMIC,LONG,28605.25,28601.25,STOP,4.5,-4.25,-1.0,BALANCE,0.4620373735440581,HOLD
REPLAY_000915,ESM6.CME@RITHMIC,LONG,7359.0,7359.0,NO_EXIT,0.25,-3.0,0.0,BALANCE,0.5218077376661627,HOLD
REPLAY_000916,NQM6.CME@RITHMIC,LONG,28600.0,28596.0,STOP,0.75,-4.0,-1.0,BALANCE,0.3142306575205177,HOLD
REPLAY_000917,ESM6.CME@RITHMIC,SHORT,7357.5,7357.5,NO_EXIT,-1.75,2.5,0.0,BALANCE,0.4613421111622664,HOLD
REPLAY_000918,ESM6.CME@RITHMIC,LONG,7357.5,7357.5,NO_EXIT,1.75,-3.5,0.0,BALANCE,0.6196508035647912,HOLD
REPLAY_000919,ESM6.CME@RITHMIC,SHORT,7358.25,7358.25,NO_EXIT,-1.0,4.25,0.0,BALANCE,0.41910251479316446,HOLD
REPLAY_000920,NQM6.CME@RITHMIC,SHORT,28605.5,28599.5,TARGET1,-2.5,6.0,1.5,BALANCE,0.3171243198778557,HOLD
REPLAY_000921,NQM6.CME@RITHMIC,SHORT,28603.75,28597.75,TARGET1,0.0,6.0,1.5,BALANCE,0.800270687547294,HOLD
REPLAY_000922,ESM6.CME@RITHMIC,LONG,7358.5,7354.5,STOP,0.25,-4.0,-1.0,BALANCE,0.7267341807593686,HOLD
REPLAY_000923,NQM6.CME@RITHMIC,SHORT,28601.25,28595.25,TARGET1,-2.25,6.0,1.5,BALANCE,0.6981224863145297,HOLD
REPLAY_000924,ESM6.CME@RITHMIC,SHORT,7358.0,7358.0,NO_EXIT,-0.25,5.5,0.0,BALANCE,0.7152215004099401,HOLD
REPLAY_000925,ESM6.CME@RITHMIC,SHORT,7357.25,7357.25,NO_EXIT,-0.75,4.75,0.0,BALANCE,0.8120613985929721,HOLD
REPLAY_000926,ESM6.CME@RITHMIC,LONG,7357.0,7353.0,STOP,0.75,-4.0,-1.0,BALANCE,0.5229299482009553,HOLD
REPLAY_000927,NQM6.CME@RITHMIC,LONG,28585.75,28591.75,TARGET1,6.0,0.0,1.5,BALANCE,0.7816717018776796,HOLD
REPLAY_000928,NQM6.CME@RITHMIC,SHORT,28595.75,28599.75,STOP,-4.25,2.0,-1.0,BALANCE,0.32231040450388754,HOLD
REPLAY_000929,NQM6.CME@RITHMIC,SHORT,28601.0,28595.0,TARGET1,-2.0,6.0,1.5,BALANCE,0.3793062064894021,HOLD
REPLAY_000930,ESM6.CME@RITHMIC,SHORT,7357.25,7357.25,NO_EXIT,-0.25,4.75,0.0,BALANCE,0.8003677295691535,HOLD
REPLAY_000931,NQM6.CME@RITHMIC,LONG,28595.0,28591.0,STOP,5.0,-4.0,-1.0,BALANCE,0.32959394648259227,HOLD
REPLAY_000932,ESM6.CME@RITHMIC,SHORT,7356.75,7356.75,NO_EXIT,-1.0,4.25,0.0,BALANCE,0.41253862989655815,HOLD
REPLAY_000933,ESM6.CME@RITHMIC,SHORT,7355.25,7355.25,NO_EXIT,-3.0,2.75,0.0,BALANCE,0.4259718963462138,HOLD
REPLAY_000934,NQM6.CME@RITHMIC,LONG,28580.0,28586.0,TARGET1,6.25,-0.25,1.5,BALANCE,0.6673032019568106,HOLD
REPLAY_000935,ESM6.CME@RITHMIC,SHORT,7354.75,7358.75,STOP,-4.0,2.25,-1.0,BALANCE,0.7466217923149594,HOLD
REPLAY_000936,ESM6.CME@RITHMIC,LONG,7354.5,7354.5,NO_EXIT,5.5,-2.0,0.0,BALANCE,0.5105062016601061,HOLD
REPLAY_000937,ESM6.CME@RITHMIC,LONG,7355.25,7355.25,NO_EXIT,5.25,-2.75,0.0,BALANCE,0.3917049238661076,HOLD
REPLAY_000938,ESM6.CME@RITHMIC,LONG,7354.0,7360.0,TARGET1,6.0,-1.5,1.5,BALANCE,0.32752092941311584,HOLD
REPLAY_000939,ESM6.CME@RITHMIC,LONG,7354.0,7360.0,TARGET1,6.0,-1.0,1.5,BALANCE,0.30944584532324815,HOLD
REPLAY_000940,NQM6.CME@RITHMIC,LONG,28580.5,28576.5,STOP,5.5,-4.25,-1.0,BALANCE,0.683539614902564,HOLD
REPLAY_000941,ESM6.CME@RITHMIC,SHORT,7355.5,7359.5,STOP,-4.0,2.0,-1.0,BALANCE,0.7403645492778542,HOLD
REPLAY_000942,ESM6.CME@RITHMIC,SHORT,7354.0,7358.0,STOP,-4.0,0.25,-1.0,BALANCE,0.3455555303183788,HOLD
REPLAY_000943,ESM6.CME@RITHMIC,SHORT,7355.0,7359.0,STOP,-4.0,0.0,-1.0,BALANCE,0.46225573838609807,HOLD
REPLAY_000944,ESM6.CME@RITHMIC,SHORT,7355.5,7359.5,STOP,-4.0,0.0,-1.0,BALANCE,0.6828858040032771,HOLD
REPLAY_000945,ESM6.CME@RITHMIC,SHORT,7356.5,7360.5,STOP,-4.0,0.5,-1.0,BALANCE,0.6710101379847017,HOLD
REPLAY_000946,ESM6.CME@RITHMIC,LONG,7357.0,7357.0,NO_EXIT,3.75,-2.75,0.0,BALANCE,0.6541090532701617,HOLD
REPLAY_000947,ESM6.CME@RITHMIC,LONG,7357.75,7357.75,NO_EXIT,3.0,-3.5,0.0,BALANCE,0.4667140218043874,HOLD
REPLAY_000948,ESM6.CME@RITHMIC,SHORT,7358.0,7358.0,NO_EXIT,-2.75,3.75,0.0,BALANCE,0.7699331143246737,HOLD
REPLAY_000949,ESM6.CME@RITHMIC,LONG,7358.75,7354.75,STOP,2.0,-4.0,-1.0,BALANCE,0.27509252360372555,HOLD
REPLAY_000950,ESM6.CME@RITHMIC,LONG,7359.5,7355.5,STOP,1.25,-4.0,-1.0,BALANCE,0.7433851335109991,HOLD
REPLAY_000951,NQM6.CME@RITHMIC,SHORT,28605.25,28599.25,TARGET1,-3.25,6.0,1.5,BALANCE,0.28022623892760296,HOLD
REPLAY_000952,ESM6.CME@RITHMIC,SHORT,7360.5,7354.5,TARGET1,0.0,6.0,1.5,BALANCE,0.5628000914718475,HOLD
REPLAY_000953,ESM6.CME@RITHMIC,SHORT,7359.25,7353.25,TARGET1,-1.0,6.0,1.5,BALANCE,0.6579044741111527,HOLD
REPLAY_000954,NQM6.CME@RITHMIC,LONG,28603.75,28599.75,STOP,1.25,-4.0,-1.0,BALANCE,0.7117428146549801,HOLD
REPLAY_000955,ESM6.CME@RITHMIC,LONG,7359.5,7355.5,STOP,0.75,-4.0,-1.0,BALANCE,0.6927414029486003,HOLD
REPLAY_000956,ESM6.CME@RITHMIC,LONG,7358.0,7354.0,STOP,1.25,-4.0,-1.0,BALANCE,0.33730081546716006,HOLD
REPLAY_000957,ESM6.CME@RITHMIC,LONG,7358.0,7354.0,STOP,1.25,-4.0,-1.0,BALANCE,0.7940720613447104,HOLD
REPLAY_000958,ESM6.CME@RITHMIC,LONG,7358.25,7354.25,STOP,1.0,-4.0,-1.0,BALANCE,0.3105489175382824,HOLD
REPLAY_000959,ESM6.CME@RITHMIC,LONG,7357.75,7353.75,STOP,0.25,-4.0,-1.0,BALANCE,0.6835071813971331,HOLD
REPLAY_000960,NQM6.CME@RITHMIC,LONG,28580.5,28586.5,TARGET1,6.5,-0.25,1.5,BALANCE,0.4659545004356914,HOLD
REPLAY_000961,ESM6.CME@RITHMIC,SHORT,7355.75,7355.75,NO_EXIT,-2.25,4.75,0.0,BALANCE,0.42930014323923205,HOLD
REPLAY_000962,ESM6.CME@RITHMIC,LONG,7357.0,7353.0,STOP,0.75,-4.0,-1.0,BALANCE,0.7438393681680584,HOLD
REPLAY_000963,ESM6.CME@RITHMIC,SHORT,7355.25,7355.25,NO_EXIT,-2.75,4.25,0.0,BALANCE,0.5486890244444069,HOLD
REPLAY_000964,ESM6.CME@RITHMIC,SHORT,7353.25,7357.25,STOP,-4.0,2.25,-1.0,BALANCE,0.37456737686700214,HOLD
REPLAY_000965,ESM6.CME@RITHMIC,LONG,7352.75,7352.75,NO_EXIT,5.25,-2.25,0.0,BALANCE,0.5002770088284964,HOLD
REPLAY_000966,ESM6.CME@RITHMIC,LONG,7352.75,7352.75,NO_EXIT,5.25,-2.75,0.0,BALANCE,0.3201504538215176,HOLD
REPLAY_000967,ESM6.CME@RITHMIC,LONG,7354.0,7350.0,STOP,4.0,-4.0,-1.0,BALANCE,0.383062468191488,HOLD
REPLAY_000968,ESM6.CME@RITHMIC,LONG,7356.75,7352.75,STOP,1.25,-4.0,-1.0,BALANCE,0.3230947822803606,HOLD
REPLAY_000969,NQM6.CME@RITHMIC,LONG,28586.75,28582.75,STOP,0.0,-4.0,-1.0,BALANCE,0.6498098232655511,HOLD
REPLAY_000970,ESM6.CME@RITHMIC,SHORT,7356.75,7350.75,TARGET1,-0.5,6.0,1.5,BALANCE,0.7316842162451603,HOLD
REPLAY_000971,ESM6.CME@RITHMIC,LONG,7355.25,7351.25,STOP,2.0,-4.0,-1.0,BALANCE,0.8369068823067898,HOLD
REPLAY_000972,ESM6.CME@RITHMIC,SHORT,7356.0,7350.0,TARGET1,-0.75,6.0,1.5,BALANCE,0.7478838644075169,HOLD
REPLAY_000973,ESM6.CME@RITHMIC,LONG,7355.0,7351.0,STOP,0.5,-4.0,-1.0,BALANCE,0.6091060330355977,HOLD
REPLAY_000974,ESM6.CME@RITHMIC,SHORT,7353.25,7353.25,NO_EXIT,0.0,5.75,0.0,BALANCE,0.4678173425899245,HOLD
REPLAY_000975,ESM6.CME@RITHMIC,SHORT,7352.75,7352.75,NO_EXIT,-0.25,5.5,0.0,BALANCE,0.6152909339064634,HOLD
REPLAY_000976,NQM6.CME@RITHMIC,SHORT,28568.25,28562.25,TARGET1,-1.75,6.75,1.5,BALANCE,0.7568576796344327,HOLD
REPLAY_000977,ESM6.CME@RITHMIC,LONG,7351.5,7347.5,STOP,1.25,-4.0,-1.0,BALANCE,0.3221365659147536,HOLD
REPLAY_000978,ESM6.CME@RITHMIC,SHORT,7351.75,7351.75,NO_EXIT,-0.25,4.5,0.0,BALANCE,0.7376692229053146,HOLD
REPLAY_000979,ESM6.CME@RITHMIC,LONG,7351.0,7347.0,STOP,1.0,-4.0,-1.0,BALANCE,0.5957837654414065,HOLD
REPLAY_000980,ESM6.CME@RITHMIC,SHORT,7350.5,7350.5,NO_EXIT,-1.0,3.75,0.0,BALANCE,0.4206449232153326,HOLD
REPLAY_000981,NQM6.CME@RITHMIC,LONG,28551.0,28547.0,STOP,4.5,-4.0,-1.0,BALANCE,0.28657121982296363,HOLD
REPLAY_000982,ESM6.CME@RITHMIC,LONG,7350.5,7350.5,NO_EXIT,0.75,-3.75,0.0,BALANCE,0.5107317478702843,HOLD
REPLAY_000983,ESM6.CME@RITHMIC,LONG,7350.25,7350.25,NO_EXIT,1.25,-3.5,0.0,BALANCE,0.7803451210108344,HOLD
REPLAY_000984,ESM6.CME@RITHMIC,SHORT,7348.75,7348.75,NO_EXIT,-2.75,2.0,0.0,BALANCE,0.772640958505801,HOLD
REPLAY_000985,ESM6.CME@RITHMIC,LONG,7347.75,7347.75,NO_EXIT,3.75,-1.25,0.0,BALANCE,0.6478040028989007,HOLD
REPLAY_000986,ESM6.CME@RITHMIC,LONG,7349.25,7345.25,STOP,2.25,-4.0,-1.0,BALANCE,0.6235080510044368,HOLD
REPLAY_000987,NQM6.CME@RITHMIC,SHORT,28553.75,28557.75,STOP,-4.0,3.75,-1.0,BALANCE,0.6403401734928164,HOLD
REPLAY_000988,NQM6.CME@RITHMIC,LONG,28555.25,28551.25,STOP,0.0,-5.75,-1.0,BALANCE,0.3471703908391022,HOLD
REPLAY_000989,NQM6.CME@RITHMIC,LONG,28539.75,28545.75,TARGET1,6.0,-0.5,1.5,BALANCE,0.26571312234339184,HOLD
REPLAY_000990,NQM6.CME@RITHMIC,LONG,28540.25,28546.25,TARGET1,6.0,0.0,1.5,BALANCE,0.43463370791494843,HOLD
REPLAY_000991,ESM6.CME@RITHMIC,SHORT,7348.0,7348.0,NO_EXIT,-3.5,3.0,0.0,BALANCE,0.2713621919655141,HOLD
REPLAY_000992,NQM6.CME@RITHMIC,SHORT,28551.25,28545.25,TARGET1,-2.0,6.0,1.5,BALANCE,0.5312469112268897,HOLD
REPLAY_000993,NQM6.CME@RITHMIC,SHORT,28550.5,28544.5,TARGET1,-1.0,6.5,1.5,BALANCE,0.5080078663340819,HOLD
REPLAY_000994,ESM6.CME@RITHMIC,LONG,7347.0,7347.0,NO_EXIT,4.5,-2.0,0.0,BALANCE,0.73955550959745,HOLD
REPLAY_000995,NQM6.CME@RITHMIC,SHORT,28546.5,28550.5,STOP,-5.25,1.75,-1.0,BALANCE,0.6647344142728749,HOLD
REPLAY_000996,ESM6.CME@RITHMIC,LONG,7350.25,7346.25,STOP,1.25,-4.0,-1.0,BALANCE,0.4326314035671742,HOLD
REPLAY_000997,ESM6.CME@RITHMIC,SHORT,7351.0,7345.0,TARGET1,-0.5,6.0,1.5,BALANCE,0.42818507755222135,HOLD
REPLAY_000998,ESM6.CME@RITHMIC,LONG,7350.75,7346.75,STOP,0.0,-4.0,-1.0,BALANCE,0.4417185397394388,HOLD
REPLAY_000999,ESM6.CME@RITHMIC,LONG,7348.25,7348.25,NO_EXIT,2.75,-3.25,0.0,BALANCE,0.8146335807477812,HOLD
REPLAY_001000,ESM6.CME@RITHMIC,LONG,7345.25,7345.25,NO_EXIT,5.75,-0.25,0.0,BALANCE,0.5436451607410973,HOLD
REPLAY_001001,NQM6.CME@RITHMIC,LONG,28531.0,28537.0,TARGET1,6.5,-1.0,1.5,BALANCE,0.5544270411157488,HOLD
