alert_id,symbol,direction,entry,exit,outcome,mfe,mae,r,regime,risk_score,phase2_action
REPLAY_002463,ESM6.CME@RITHMIC,SHORT,7360.5,7360.5,NO_EXIT,-1.0,0.75,0.0,BALANCE,0.47476348492410164,HOLD
REPLAY_002464,NQM6.CME@RITHMIC,LONG,28485.5,28481.5,STOP,1.0,-4.0,-1.0,BALANCE,0.6755824994345672,HOLD
REPLAY_002465,ESM6.CME@RITHMIC,SHORT,7360.5,7360.5,NO_EXIT,-1.0,0.75,0.0,BALANCE,0.8042406228866431,HOLD
REPLAY_002466,NQM6.CME@RITHMIC,SHORT,28481.25,28485.25,STOP,-4.0,3.75,-1.0,BALANCE,0.5448004667998106,HOLD
REPLAY_002467,ESM6.CME@RITHMIC,LONG,7361.25,7361.25,NO_EXIT,1.5,-1.5,0.0,BALANCE,0.7869326715128673,HOLD
REPLAY_002468,ESM6.CME@RITHMIC,SHORT,7360.5,7360.5,NO_EXIT,-2.25,0.75,0.0,BALANCE,0.5404146465823197,HOLD
REPLAY_002469,NQM6.CME@RITHMIC,SHORT,28484.0,28478.0,TARGET1,-3.5,6.0,1.5,BALANCE,0.7172288323027101,HOLD
REPLAY_002470,ESM6.CME@RITHMIC,SHORT,7360.25,7360.25,NO_EXIT,-2.5,0.25,0.0,BALANCE,0.7686238960042094,HOLD
REPLAY_002471,ESM6.CME@RITHMIC,LONG,7360.5,7360.5,NO_EXIT,2.25,-0.5,0.0,BALANCE,0.568989623598901,HOLD
REPLAY_002472,ESM6.CME@RITHMIC,SHORT,7360.5,7360.5,NO_EXIT,-2.25,0.5,0.0,BALANCE,0.7569132504895891,HOLD
REPLAY_002473,ESM6.CME@RITHMIC,SHORT,7361.25,7361.25,NO_EXIT,-1.5,1.25,0.0,BALANCE,0.7131714755918953,HOLD
REPLAY_002474,ESM6.CME@RITHMIC,LONG,7360.75,7360.75,NO_EXIT,2.0,-0.75,0.0,BALANCE,0.49134362205512117,HOLD
REPLAY_002475,NQM6.CME@RITHMIC,SHORT,28480.5,28484.5,STOP,-4.25,0.75,-1.0,BALANCE,0.6083447545492248,HOLD
REPLAY_002476,ESM6.CME@RITHMIC,LONG,7360.5,7360.5,NO_EXIT,2.25,-0.5,0.0,BALANCE,0.5377258011331937,HOLD
REPLAY_002477,ESM6.CME@RITHMIC,LONG,7360.25,7360.25,NO_EXIT,2.5,-0.25,0.0,BALANCE,0.7637121593951925,HOLD
REPLAY_002478,ESM6.CME@RITHMIC,LONG,7360.75,7360.75,NO_EXIT,2.25,-0.5,0.0,BALANCE,0.5054986009390727,HOLD
REPLAY_002479,NQM6.CME@RITHMIC,SHORT,28476.25,28480.25,STOP,-4.0,0.5,-1.0,BALANCE,0.4687729253896235,HOLD
REPLAY_002480,NQM6.CME@RITHMIC,LONG,28486.0,28492.0,TARGET1,6.25,-0.5,1.5,BALANCE,0.6218603919956549,HOLD
REPLAY_002481,ESM6.CME@RITHMIC,LONG,7362.0,7362.0,NO_EXIT,1.75,-1.0,0.0,BALANCE,0.33620694251399785,HOLD
REPLAY_002482,ESM6.CME@RITHMIC,LONG,7362.75,7362.75,NO_EXIT,1.75,-1.75,0.0,BALANCE,0.7538397506952922,HOLD
REPLAY_002483,NQM6.CME@RITHMIC,LONG,28491.0,28497.0,TARGET1,6.0,-2.5,1.5,BALANCE,0.7157838755213032,HOLD
REPLAY_002484,ESM6.CME@RITHMIC,SHORT,7362.25,7362.25,NO_EXIT,-2.25,1.25,0.0,BALANCE,0.7099284412211071,HOLD
REPLAY_002485,NQM6.CME@RITHMIC,LONG,28493.75,28499.75,TARGET1,6.0,-0.75,1.5,BALANCE,0.46225342992399404,HOLD
REPLAY_002486,ESM6.CME@RITHMIC,SHORT,7362.5,7362.5,NO_EXIT,-2.0,1.5,0.0,BALANCE,0.7792442924855497,HOLD
REPLAY_002487,ESM6.CME@RITHMIC,SHORT,7362.5,7362.5,NO_EXIT,-2.0,1.5,0.0,BALANCE,0.7605152296950148,HOLD
REPLAY_002488,NQM6.CME@RITHMIC,LONG,28494.5,28500.5,TARGET1,6.0,-1.5,1.5,BULL_TRANSITION,0.45638900817301364,HOLD
REPLAY_002489,ESM6.CME@RITHMIC,SHORT,7361.5,7361.5,NO_EXIT,-3.0,0.5,0.0,BALANCE,0.4381782870102561,HOLD
REPLAY_002490,ESM6.CME@RITHMIC,SHORT,7361.5,7361.5,NO_EXIT,-3.0,0.25,0.0,BALANCE,0.5655036097930697,HOLD
REPLAY_002491,NQM6.CME@RITHMIC,LONG,28500.75,28496.75,STOP,2.75,-4.0,-1.0,BALANCE,0.4118532238165589,HOLD
REPLAY_002492,ESM6.CME@RITHMIC,SHORT,7362.0,7362.0,NO_EXIT,-2.75,0.75,0.0,BALANCE,0.7640332611494101,HOLD
REPLAY_002493,ESM6.CME@RITHMIC,LONG,7362.0,7362.0,NO_EXIT,2.75,-0.25,0.0,BALANCE,0.5452434427427484,HOLD
REPLAY_002494,ESM6.CME@RITHMIC,LONG,7362.25,7362.25,NO_EXIT,2.5,0.0,0.0,BALANCE,0.5389048227208286,HOLD
REPLAY_002495,ESM6.CME@RITHMIC,LONG,7363.0,7363.0,NO_EXIT,2.0,-0.25,0.0,BALANCE,0.8350256387677274,HOLD
REPLAY_002496,ESM6.CME@RITHMIC,SHORT,7363.25,7363.25,NO_EXIT,-1.75,0.5,0.0,BALANCE,0.49754453285495803,HOLD
REPLAY_002497,ESM6.CME@RITHMIC,SHORT,7363.5,7363.5,NO_EXIT,-1.5,0.75,0.0,BALANCE,0.7626677681465108,HOLD
REPLAY_002498,ESM6.CME@RITHMIC,SHORT,7364.25,7364.25,NO_EXIT,-1.0,1.5,0.0,BALANCE,0.6305158009677475,HOLD
REPLAY_002499,NQM6.CME@RITHMIC,LONG,28508.75,28504.75,STOP,3.0,-4.0,-1.0,BALANCE,0.6845730653825169,HOLD
REPLAY_002500,ESM6.CME@RITHMIC,SHORT,7363.75,7363.75,NO_EXIT,-1.5,1.0,0.0,BALANCE,0.530625303651507,HOLD
REPLAY_002501,ESM6.CME@RITHMIC,LONG,7363.75,7363.75,NO_EXIT,2.25,-1.0,0.0,BALANCE,0.6467261189508607,HOLD
REPLAY_002502,ESM6.CME@RITHMIC,SHORT,7363.25,7363.25,NO_EXIT,-2.75,0.5,0.0,BALANCE,0.39349094378196037,HOLD
REPLAY_002503,ESM6.CME@RITHMIC,SHORT,7363.25,7363.25,NO_EXIT,-2.75,0.5,0.0,BALANCE,0.3540479345063911,HOLD
REPLAY_002504,NQM6.CME@RITHMIC,LONG,28509.5,28515.5,TARGET1,6.0,-3.25,1.5,BALANCE,0.7125647405294133,HOLD
REPLAY_002505,ESM6.CME@RITHMIC,SHORT,7363.0,7363.0,NO_EXIT,-3.0,0.0,0.0,BALANCE,0.2577273806132471,HOLD
REPLAY_002506,NQM6.CME@RITHMIC,LONG,28511.5,28517.5,TARGET1,6.0,-1.5,1.5,BALANCE,0.46815278183214465,HOLD
REPLAY_002507,NQM6.CME@RITHMIC,LONG,28514.5,28520.5,TARGET1,6.0,-0.25,1.5,BALANCE,0.3337161995244955,HOLD
REPLAY_002508,NQM6.CME@RITHMIC,SHORT,28519.0,28513.0,TARGET1,-2.25,6.25,1.5,BALANCE,0.6397556426326482,HOLD
REPLAY_002509,ESM6.CME@RITHMIC,SHORT,7364.5,7364.5,NO_EXIT,-2.5,0.5,0.0,BALANCE,0.4553551824519916,HOLD
REPLAY_002510,ESM6.CME@RITHMIC,SHORT,7364.25,7364.25,NO_EXIT,-2.75,0.25,0.0,BALANCE,0.444668487840098,HOLD
REPLAY_002511,NQM6.CME@RITHMIC,LONG,28515.0,28511.0,STOP,0.0,-4.0,-1.0,BALANCE,0.5647538491279676,HOLD
REPLAY_002512,ESM6.CME@RITHMIC,SHORT,7365.0,7365.0,NO_EXIT,-2.0,0.75,0.0,BALANCE,0.6738146110349952,HOLD
REPLAY_002513,ESM6.CME@RITHMIC,LONG,7364.5,7364.5,NO_EXIT,2.5,-0.5,0.0,BALANCE,0.7691512144653869,HOLD
REPLAY_002514,NQM6.CME@RITHMIC,LONG,28509.25,28505.25,STOP,0.0,-4.25,-1.0,BALANCE,0.6527416732729175,HOLD
REPLAY_002515,ESM6.CME@RITHMIC,LONG,7364.5,7364.5,NO_EXIT,2.5,-1.0,0.0,BALANCE,0.4997687322006084,HOLD
REPLAY_002516,NQM6.CME@RITHMIC,SHORT,28514.5,28518.5,STOP,-4.0,2.5,-1.0,BALANCE,0.7389012105149863,HOLD
REPLAY_002517,NQM6.CME@RITHMIC,LONG,28515.75,28511.75,STOP,5.5,-4.0,-1.0,BALANCE,0.3845442954243184,HOLD
REPLAY_002518,ESM6.CME@RITHMIC,SHORT,7365.75,7365.75,NO_EXIT,-1.25,2.25,0.0,BALANCE,0.3779627016437479,HOLD
REPLAY_002519,ESM6.CME@RITHMIC,SHORT,7365.5,7365.5,NO_EXIT,-1.5,2.0,0.0,BALANCE,0.3838529327088229,HOLD
REPLAY_002520,ESM6.CME@RITHMIC,LONG,7365.75,7365.75,NO_EXIT,1.25,-2.25,0.0,BALANCE,0.3519396712640202,HOLD
REPLAY_002521,ESM6.CME@RITHMIC,SHORT,7366.5,7366.5,NO_EXIT,-0.5,3.0,0.0,BALANCE,0.34073618107935333,HOLD
REPLAY_002522,ESM6.CME@RITHMIC,LONG,7366.75,7366.75,NO_EXIT,0.25,-3.25,0.0,BALANCE,0.3428336756912107,HOLD
REPLAY_002523,ESM6.CME@RITHMIC,LONG,7366.25,7366.25,NO_EXIT,0.25,-3.0,0.0,BALANCE,0.7741934443707583,HOLD
REPLAY_002524,ESM6.CME@RITHMIC,LONG,7366.0,7366.0,NO_EXIT,0.25,-3.0,0.0,BALANCE,0.583195534505264,HOLD
REPLAY_002525,NQM6.CME@RITHMIC,LONG,28510.0,28506.0,STOP,3.25,-4.0,-1.0,BALANCE,0.6253683107997697,HOLD
REPLAY_002526,NQM6.CME@RITHMIC,LONG,28508.25,28514.25,TARGET1,6.25,-3.75,1.5,BALANCE,0.6216043485380941,HOLD
REPLAY_002527,ESM6.CME@RITHMIC,LONG,7364.0,7364.0,NO_EXIT,2.25,-1.0,0.0,BALANCE,0.6900424399717723,HOLD
REPLAY_002528,ESM6.CME@RITHMIC,LONG,7364.25,7364.25,NO_EXIT,2.0,-1.25,0.0,BALANCE,0.7947264084129926,HOLD
REPLAY_002529,ESM6.CME@RITHMIC,LONG,7364.75,7364.75,NO_EXIT,1.75,-1.75,0.0,BALANCE,0.8361140095532168,HOLD
REPLAY_002530,ESM6.CME@RITHMIC,SHORT,7365.25,7365.25,NO_EXIT,-1.25,2.25,0.0,BALANCE,0.6979711457392626,HOLD
REPLAY_002531,ESM6.CME@RITHMIC,SHORT,7365.5,7365.5,NO_EXIT,-1.0,2.5,0.0,BALANCE,0.550678602916896,HOLD
REPLAY_002532,ESM6.CME@RITHMIC,SHORT,7364.75,7364.75,NO_EXIT,-1.75,1.75,0.0,BALANCE,0.7145466012942059,HOLD
REPLAY_002533,ESM6.CME@RITHMIC,LONG,7364.75,7364.75,NO_EXIT,1.75,-1.75,0.0,BALANCE,0.7311130312425637,HOLD
REPLAY_002534,ESM6.CME@RITHMIC,SHORT,7364.5,7364.5,NO_EXIT,-2.75,1.5,0.0,BALANCE,0.3537165160547239,HOLD
REPLAY_002535,NQM6.CME@RITHMIC,LONG,28507.0,28513.0,TARGET1,6.0,-2.0,1.5,BALANCE,0.6437186468758683,HOLD
REPLAY_002536,ESM6.CME@RITHMIC,LONG,7364.25,7364.25,NO_EXIT,3.25,-1.25,0.0,BALANCE,0.5742432074578897,HOLD
REPLAY_002537,ESM6.CME@RITHMIC,LONG,7363.5,7363.5,NO_EXIT,4.25,-0.5,0.0,BALANCE,0.6799460824193178,HOLD
REPLAY_002538,ESM6.CME@RITHMIC,SHORT,7364.75,7364.75,NO_EXIT,-3.0,0.75,0.0,BALANCE,0.3136527726163088,HOLD
REPLAY_002539,ESM6.CME@RITHMIC,LONG,7365.0,7365.0,NO_EXIT,2.75,-1.0,0.0,BALANCE,0.6646072484855573,HOLD
REPLAY_002540,ESM6.CME@RITHMIC,LONG,7365.75,7365.75,NO_EXIT,3.75,-1.75,0.0,BALANCE,0.4681199363312108,HOLD
REPLAY_002541,ESM6.CME@RITHMIC,SHORT,7366.0,7366.0,NO_EXIT,-3.5,2.0,0.0,BALANCE,0.5346028197595493,HOLD
REPLAY_002542,ESM6.CME@RITHMIC,SHORT,7366.0,7366.0,NO_EXIT,-3.5,2.0,0.0,BALANCE,0.6949371946253314,HOLD
REPLAY_002543,NQM6.CME@RITHMIC,LONG,28516.75,28512.75,STOP,0.5,-4.0,-1.0,BALANCE,0.3029761138861892,HOLD
REPLAY_002544,ESM6.CME@RITHMIC,LONG,7365.25,7365.25,NO_EXIT,4.25,-1.25,0.0,BALANCE,0.3523306333560849,HOLD
REPLAY_002545,NQM6.CME@RITHMIC,LONG,28508.5,28514.5,TARGET1,6.0,-0.5,1.5,BALANCE,0.40920004095008816,HOLD
REPLAY_002546,ESM6.CME@RITHMIC,SHORT,7365.0,7369.0,STOP,-4.0,0.0,-1.0,BALANCE,0.7989366511157063,HOLD
REPLAY_002547,ESM6.CME@RITHMIC,SHORT,7365.75,7365.75,NO_EXIT,-3.75,0.75,0.0,BALANCE,0.25154120532300606,HOLD
REPLAY_002548,ESM6.CME@RITHMIC,SHORT,7367.0,7367.0,NO_EXIT,-2.5,1.75,0.0,BALANCE,0.6827650930400059,HOLD
REPLAY_002549,ESM6.CME@RITHMIC,SHORT,7366.75,7366.75,NO_EXIT,-2.75,0.75,0.0,BALANCE,0.6214971148691165,HOLD
REPLAY_002550,ESM6.CME@RITHMIC,LONG,7367.5,7367.5,NO_EXIT,2.0,-2.25,0.0,BALANCE,0.6892945828375419,HOLD
REPLAY_002551,ESM6.CME@RITHMIC,LONG,7367.25,7367.25,NO_EXIT,2.25,-2.5,0.0,BALANCE,0.6949277557991531,HOLD
REPLAY_002552,ESM6.CME@RITHMIC,LONG,7367.0,7367.0,NO_EXIT,2.5,-2.25,0.0,BALANCE,0.5308041467196222,HOLD
REPLAY_002553,NQM6.CME@RITHMIC,LONG,28515.25,28521.25,TARGET1,6.0,0.0,1.5,BALANCE,0.47809361560775093,HOLD
REPLAY_002554,ESM6.CME@RITHMIC,SHORT,7368.5,7368.5,NO_EXIT,-0.25,3.75,0.0,BALANCE,0.7362310235219414,HOLD
REPLAY_002555,ESM6.CME@RITHMIC,LONG,7367.5,7367.5,NO_EXIT,1.25,-2.75,0.0,BALANCE,0.3589373182158528,HOLD
REPLAY_002556,ESM6.CME@RITHMIC,SHORT,7367.25,7367.25,NO_EXIT,-1.5,2.5,0.0,BALANCE,0.38804463322583693,HOLD
REPLAY_002557,ESM6.CME@RITHMIC,LONG,7367.75,7367.75,NO_EXIT,1.0,-3.0,0.0,BALANCE,0.5119394266225934,HOLD
REPLAY_002558,NQM6.CME@RITHMIC,SHORT,28525.0,28519.0,TARGET1,-1.5,6.0,1.5,BALANCE,0.3214890393217861,HOLD
REPLAY_002559,NQM6.CME@RITHMIC,LONG,28517.75,28513.75,STOP,5.75,-4.0,-1.0,BALANCE,0.45282040224665177,HOLD
REPLAY_002560,NQM6.CME@RITHMIC,LONG,28514.0,28520.0,TARGET1,6.0,0.0,1.5,BALANCE,0.5531871226081124,HOLD
REPLAY_002561,NQM6.CME@RITHMIC,LONG,28517.25,28513.25,STOP,0.0,-4.75,-1.0,BALANCE,0.6674445297591529,HOLD
REPLAY_002562,ESM6.CME@RITHMIC,LONG,7366.25,7366.25,NO_EXIT,0.75,-2.25,0.0,BALANCE,0.448236306156094,HOLD
REPLAY_002563,ESM6.CME@RITHMIC,LONG,7366.25,7366.25,NO_EXIT,0.75,-2.25,0.0,BALANCE,0.604338588974932,HOLD
REPLAY_002564,ESM6.CME@RITHMIC,LONG,7365.5,7365.5,NO_EXIT,1.5,-1.5,0.0,BALANCE,0.38261557681722513,HOLD
REPLAY_002565,ESM6.CME@RITHMIC,LONG,7365.25,7365.25,NO_EXIT,1.75,-1.25,0.0,BALANCE,0.2569216847193128,HOLD
REPLAY_002566,ESM6.CME@RITHMIC,LONG,7366.0,7366.0,NO_EXIT,1.0,-2.0,0.0,BALANCE,0.6675010295412634,HOLD
REPLAY_002567,ESM6.CME@RITHMIC,LONG,7366.5,7366.5,NO_EXIT,0.5,-2.5,0.0,BALANCE,0.721548181347901,HOLD
REPLAY_002568,ESM6.CME@RITHMIC,LONG,7366.5,7366.5,NO_EXIT,0.75,-2.5,0.0,BALANCE,0.3838789964080005,HOLD
REPLAY_002569,ESM6.CME@RITHMIC,LONG,7366.0,7366.0,NO_EXIT,1.5,-2.0,0.0,BALANCE,0.7161339621948984,HOLD
REPLAY_002570,ESM6.CME@RITHMIC,LONG,7365.5,7365.5,NO_EXIT,2.0,-1.5,0.0,BALANCE,0.35685122312851436,HOLD
REPLAY_002571,NQM6.CME@RITHMIC,SHORT,28516.25,28510.25,TARGET1,-2.25,6.0,1.5,BALANCE,0.6264254942349037,HOLD
REPLAY_002572,NQM6.CME@RITHMIC,LONG,28515.5,28511.5,STOP,0.25,-4.0,-1.0,BALANCE,0.4558801623174314,HOLD
REPLAY_002573,NQM6.CME@RITHMIC,SHORT,28514.5,28508.5,TARGET1,-1.0,6.0,1.5,BALANCE,0.5841536145920951,HOLD
REPLAY_002574,ESM6.CME@RITHMIC,SHORT,7364.25,7368.25,STOP,-4.0,0.0,-1.0,BALANCE,0.428792226648163,HOLD
REPLAY_002575,ESM6.CME@RITHMIC,SHORT,7365.0,7369.0,STOP,-4.0,0.25,-1.0,BALANCE,0.44315523980299754,HOLD
REPLAY_002576,ESM6.CME@RITHMIC,LONG,7365.25,7365.25,NO_EXIT,4.0,-0.5,0.0,BALANCE,0.4078703117961783,HOLD
REPLAY_002577,ESM6.CME@RITHMIC,LONG,7365.25,7365.25,NO_EXIT,4.0,-0.25,0.0,BALANCE,0.777993027799926,HOLD
REPLAY_002578,ESM6.CME@RITHMIC,SHORT,7365.25,7369.25,STOP,-4.0,0.25,-1.0,BALANCE,0.4292956115406537,HOLD
REPLAY_002579,NQM6.CME@RITHMIC,SHORT,28513.5,28517.5,STOP,-4.25,1.5,-1.0,BALANCE,0.8261748011308362,HOLD
REPLAY_002580,ESM6.CME@RITHMIC,SHORT,7365.5,7369.5,STOP,-4.0,0.5,-1.0,BALANCE,0.7176383315212784,HOLD
REPLAY_002581,NQM6.CME@RITHMIC,LONG,28518.25,28514.25,STOP,5.75,-4.0,-1.0,BALANCE,0.6565281901824486,HOLD
REPLAY_002582,ESM6.CME@RITHMIC,SHORT,7367.25,7367.25,NO_EXIT,-2.25,0.75,0.0,BALANCE,0.5204996751214177,HOLD
REPLAY_002583,ESM6.CME@RITHMIC,SHORT,7367.25,7367.25,NO_EXIT,-2.5,0.75,0.0,BALANCE,0.284503587705274,HOLD
REPLAY_002584,ESM6.CME@RITHMIC,SHORT,7367.25,7367.25,NO_EXIT,-2.75,0.0,0.0,BALANCE,0.6948200453129637,HOLD
REPLAY_002585,ESM6.CME@RITHMIC,SHORT,7367.75,7367.75,NO_EXIT,-2.25,0.0,0.0,BALANCE,0.3511384635402164,HOLD
REPLAY_002586,ESM6.CME@RITHMIC,LONG,7368.0,7368.0,NO_EXIT,2.0,-0.75,0.0,BALANCE,0.5341957161324568,HOLD
REPLAY_002587,ESM6.CME@RITHMIC,LONG,7368.25,7368.25,NO_EXIT,1.75,-1.5,0.0,BALANCE,0.3702634688395118,HOLD
REPLAY_002588,NQM6.CME@RITHMIC,SHORT,28525.0,28529.0,STOP,-4.0,2.25,-1.0,BALANCE,0.2613734151821143,HOLD
REPLAY_002589,NQM6.CME@RITHMIC,SHORT,28527.75,28531.75,STOP,-4.0,2.5,-1.0,BALANCE,0.7538280636535396,HOLD
REPLAY_002590,ESM6.CME@RITHMIC,SHORT,7368.5,7368.5,NO_EXIT,-1.5,1.75,0.0,BALANCE,0.5378114510331299,HOLD
REPLAY_002591,NQM6.CME@RITHMIC,SHORT,28527.75,28531.75,STOP,-4.0,0.0,-1.0,BALANCE,0.7261687224253871,HOLD
REPLAY_002592,NQM6.CME@RITHMIC,SHORT,28531.75,28535.75,STOP,-4.0,0.5,-1.0,BALANCE,0.7128718555056156,HOLD
REPLAY_002593,NQM6.CME@RITHMIC,SHORT,28534.75,28538.75,STOP,-4.5,2.25,-1.0,BALANCE,0.3142248119966141,HOLD
REPLAY_002594,ESM6.CME@RITHMIC,LONG,7368.75,7368.75,NO_EXIT,1.25,-2.5,0.0,BALANCE,0.7620561865363583,HOLD
REPLAY_002595,ESM6.CME@RITHMIC,LONG,7368.75,7368.75,NO_EXIT,1.25,-2.75,0.0,BALANCE,0.4320092341541847,HOLD
REPLAY_002596,ESM6.CME@RITHMIC,LONG,7369.0,7369.0,NO_EXIT,1.0,-3.0,0.0,BALANCE,0.5892932526081593,HOLD
REPLAY_002597,ESM6.CME@RITHMIC,LONG,7368.75,7368.75,NO_EXIT,1.25,-3.0,0.0,BALANCE,0.7811002840949011,HOLD
REPLAY_002598,ESM6.CME@RITHMIC,LONG,7369.5,7369.5,NO_EXIT,0.5,-3.75,0.0,BALANCE,0.7840325865508151,HOLD
REPLAY_002599,ESM6.CME@RITHMIC,LONG,7369.75,7365.75,STOP,0.25,-4.0,-1.0,BALANCE,0.4312061650704055,HOLD
REPLAY_002600,NQM6.CME@RITHMIC,LONG,28536.5,28532.5,STOP,0.5,-4.0,-1.0,BALANCE,0.7686268811947313,HOLD
REPLAY_002601,NQM6.CME@RITHMIC,LONG,28532.25,28528.25,STOP,0.75,-4.0,-1.0,BALANCE,0.6803493822677152,HOLD
REPLAY_002602,ESM6.CME@RITHMIC,LONG,7367.25,7367.25,NO_EXIT,0.5,-1.5,0.0,BALANCE,0.6721238125086332,HOLD
REPLAY_002603,ESM6.CME@RITHMIC,SHORT,7367.0,7367.0,NO_EXIT,-0.75,1.25,0.0,BALANCE,0.5674059270615723,HOLD
REPLAY_002604,NQM6.CME@RITHMIC,SHORT,28529.5,28523.5,TARGET1,-3.25,6.0,1.5,BALANCE,0.43958438384054593,HOLD
REPLAY_002605,ESM6.CME@RITHMIC,SHORT,7367.25,7367.25,NO_EXIT,-0.5,1.5,0.0,BALANCE,0.6010626151480324,HOLD
REPLAY_002606,ESM6.CME@RITHMIC,LONG,7367.25,7367.25,NO_EXIT,0.5,-1.5,0.0,BALANCE,0.818207593471665,HOLD
REPLAY_002607,NQM6.CME@RITHMIC,LONG,28524.25,28520.25,STOP,3.75,-4.25,-1.0,BALANCE,0.803710048563442,HOLD
REPLAY_002608,ESM6.CME@RITHMIC,SHORT,7366.75,7366.75,NO_EXIT,-0.5,1.0,0.0,BALANCE,0.8432946738839053,HOLD
REPLAY_002609,ESM6.CME@RITHMIC,SHORT,7367.0,7367.0,NO_EXIT,-0.25,1.25,0.0,BALANCE,0.4373312803769648,HOLD
REPLAY_002610,ESM6.CME@RITHMIC,SHORT,7366.75,7366.75,NO_EXIT,-0.5,1.0,0.0,BALANCE,0.36090937448051735,HOLD
REPLAY_002611,NQM6.CME@RITHMIC,LONG,28521.5,28527.5,TARGET1,6.0,-1.75,1.5,BALANCE,0.40906431763387496,HOLD
REPLAY_002612,ESM6.CME@RITHMIC,LONG,7366.0,7366.0,NO_EXIT,1.25,-0.25,0.0,BALANCE,0.7482350828882695,HOLD
REPLAY_002613,ESM6.CME@RITHMIC,LONG,7366.75,7366.75,NO_EXIT,0.5,-1.0,0.0,BALANCE,0.6224072297413185,HOLD
REPLAY_002614,NQM6.CME@RITHMIC,SHORT,28526.0,28520.0,TARGET1,-3.0,6.0,1.5,BALANCE,0.7767541444827898,HOLD
REPLAY_002615,ESM6.CME@RITHMIC,LONG,7366.5,7366.5,NO_EXIT,0.75,-0.75,0.0,BALANCE,0.5954722850493194,HOLD
REPLAY_002616,ESM6.CME@RITHMIC,SHORT,7366.25,7366.25,NO_EXIT,-1.0,0.5,0.0,BALANCE,0.7556525343562047,HOLD
REPLAY_002617,ESM6.CME@RITHMIC,LONG,7366.25,7366.25,NO_EXIT,1.0,-0.5,0.0,BALANCE,0.3557273094219372,HOLD
REPLAY_002618,NQM6.CME@RITHMIC,LONG,28526.25,28522.25,STOP,0.75,-4.0,-1.0,BALANCE,0.5115406652805758,HOLD
REPLAY_002619,NQM6.CME@RITHMIC,LONG,28526.25,28522.25,STOP,0.0,-4.0,-1.0,BALANCE,0.6863952635212195,HOLD
REPLAY_002620,NQM6.CME@RITHMIC,LONG,28520.0,28526.0,TARGET1,6.0,-0.5,1.5,BALANCE,0.2956442248597724,HOLD
REPLAY_002621,ESM6.CME@RITHMIC,SHORT,7367.0,7367.0,NO_EXIT,-0.25,1.75,0.0,BALANCE,0.4957070815322186,HOLD
REPLAY_002622,ESM6.CME@RITHMIC,LONG,7367.0,7367.0,NO_EXIT,0.25,-1.75,0.0,BALANCE,0.5379573156215977,HOLD
REPLAY_002623,NQM6.CME@RITHMIC,LONG,28529.5,28525.5,STOP,5.25,-4.0,-1.0,BALANCE,0.5445559056649044,HOLD
REPLAY_002624,ESM6.CME@RITHMIC,LONG,7366.0,7366.0,NO_EXIT,1.0,-0.75,0.0,BALANCE,0.5015832530905373,HOLD
REPLAY_002625,ESM6.CME@RITHMIC,LONG,7366.75,7366.75,NO_EXIT,0.25,-1.5,0.0,BALANCE,0.5594853723794869,HOLD
REPLAY_002626,ESM6.CME@RITHMIC,SHORT,7366.5,7366.5,NO_EXIT,-0.25,1.5,0.0,BALANCE,0.5669185132434686,HOLD
REPLAY_002627,NQM6.CME@RITHMIC,SHORT,28529.5,28533.5,STOP,-4.25,1.75,-1.0,BALANCE,0.7438706886496019,HOLD
REPLAY_002628,ESM6.CME@RITHMIC,LONG,7366.0,7366.0,NO_EXIT,0.75,-1.5,0.0,BALANCE,0.44122966189972007,HOLD
REPLAY_002629,ESM6.CME@RITHMIC,LONG,7366.25,7366.25,NO_EXIT,0.5,-1.75,0.0,BALANCE,0.6084583864988559,HOLD
REPLAY_002630,ESM6.CME@RITHMIC,SHORT,7366.25,7366.25,NO_EXIT,-0.5,1.75,0.0,BALANCE,0.6382207281105664,HOLD
REPLAY_002631,ESM6.CME@RITHMIC,LONG,7366.25,7366.25,NO_EXIT,0.5,-1.75,0.0,BALANCE,0.4046205985582818,HOLD
REPLAY_002632,NQM6.CME@RITHMIC,SHORT,28526.25,28530.25,STOP,-4.0,3.25,-1.0,BALANCE,0.4194356330092007,HOLD
REPLAY_002633,ESM6.CME@RITHMIC,SHORT,7366.0,7366.0,NO_EXIT,-0.75,1.5,0.0,BALANCE,0.8112313334596766,HOLD
REPLAY_002634,NQM6.CME@RITHMIC,LONG,28529.5,28525.5,STOP,1.5,-4.25,-1.0,BALANCE,0.8313239667263824,HOLD
REPLAY_002635,ESM6.CME@RITHMIC,SHORT,7365.25,7365.25,NO_EXIT,-1.5,0.75,0.0,BALANCE,0.7855233401239451,HOLD
REPLAY_002636,ESM6.CME@RITHMIC,LONG,7366.0,7366.0,NO_EXIT,0.75,-1.5,0.0,BALANCE,0.5696185846909689,HOLD
REPLAY_002637,ESM6.CME@RITHMIC,LONG,7366.5,7366.5,NO_EXIT,0.5,-2.0,0.0,BALANCE,0.6897438786411271,HOLD
REPLAY_002638,ESM6.CME@RITHMIC,SHORT,7365.75,7365.75,NO_EXIT,-1.25,1.25,0.0,BALANCE,0.7677268255799573,HOLD
REPLAY_002639,ESM6.CME@RITHMIC,SHORT,7366.0,7366.0,NO_EXIT,-1.25,1.5,0.0,BALANCE,0.45004897840019226,HOLD
